Yıl,Ay No,İlçe,Dogalgaz Tüketim Miktarı (m3)
2021,3,ŞİLE,3721547.413
2021,4,ŞİLE,2929983.352
2021,5,ŞİLE,1294643.93
2021,6,ŞİLE,1175512.533
2021,7,ŞİLE,882272.634
2021,8,ŞİLE,975362.83
2021,9,ŞİLE,1075325.199
2021,10,ŞİLE,1576787.009
2021,11,ŞİLE,2587217.578
2021,12,ŞİLE,3533858.386
2022,1,ŞİLE,3963264.816
2022,2,ŞİLE,3459548.151
2022,3,ŞİLE,4167230.844
2022,4,ŞİLE,2352770.8
2022,5,ŞİLE,1529877.807
2022,6,ŞİLE,1056050.036
2022,7,ŞİLE,865420.955
2022,8,ŞİLE,996380.743
2022,9,ŞİLE,927664.647
2022,10,ŞİLE,1467220.274
2022,11,ŞİLE,2072822.399
2022,12,ŞİLE,3029300.284
2023,1,ŞİLE,3352313.02
2023,2,ŞİLE,3490437.321
2023,3,ŞİLE,2974769.511
2023,4,ŞİLE,1977775.638
2015,1,ŞİŞLİ,32125021.931
2015,2,ŞİŞLİ,27842013.703
2015,3,ŞİŞLİ,26862670.874
2015,4,ŞİŞLİ,16939068.356
2015,5,ŞİŞLİ,5731571.363
2015,6,ŞİŞLİ,3925046.251
2015,7,ŞİŞLİ,3256008.707
2015,8,ŞİŞLİ,3274360.332
2015,9,ŞİŞLİ,3648279.051
2015,10,ŞİŞLİ,7964374.021
2015,11,ŞİŞLİ,13979285.963
2015,12,ŞİŞLİ,26781235.425
2016,1,ŞİŞLİ,33276287.787
2016,2,ŞİŞLİ,22880112.631
2016,3,ŞİŞLİ,21321072.112
2016,4,ŞİŞLİ,8278792.915
2016,5,ŞİŞLİ,6215742.052
2016,6,ŞİŞLİ,3806082.502
2016,7,ŞİŞLİ,3052141.004
2016,8,ŞİŞLİ,3238493.537
2016,9,ŞİŞLİ,3960080.041
2016,10,ŞİŞLİ,8714510.37800001
2016,11,ŞİŞLİ,19609262.787
2016,12,ŞİŞLİ,34367830.105
2017,1,ŞİŞLİ,40015679.001
2017,2,ŞİŞLİ,30327882.011
2017,3,ŞİŞLİ,25349209.502
2017,4,ŞİŞLİ,16848381.559
2017,5,ŞİŞLİ,7131741.558
2017,6,ŞİŞLİ,3915352.78
2017,7,ŞİŞLİ,3783051.95
2017,8,ŞİŞLİ,3599218.123
2017,9,ŞİŞLİ,3812079.611
2017,10,ŞİŞLİ,8582250.493
2017,11,ŞİŞLİ,18851780.269
2017,12,ŞİŞLİ,22257810.079
2018,1,ŞİŞLİ,33025167.202
2018,2,ŞİŞLİ,27162646.704
2018,3,ŞİŞLİ,25678479.126
2018,4,ŞİŞLİ,12691221.689
2018,5,ŞİŞLİ,6624774.523
2018,6,ŞİŞLİ,3960190.78
2018,7,ŞİŞLİ,3860193.89
2018,8,ŞİŞLİ,3357414.979
2018,9,ŞİŞLİ,4281821.949
2018,10,ŞİŞLİ,7412390.822
2018,11,ŞİŞLİ,17312688.863
2018,12,ŞİŞLİ,32048569.979
2019,1,ŞİŞLİ,34635112.696
2019,2,ŞİŞLİ,28653706.34
2019,3,ŞİŞLİ,25102433.719
2019,4,ŞİŞLİ,17985471.449
2019,5,ŞİŞLİ,6500781.435
2019,6,ŞİŞLİ,3506105.457
2019,7,ŞİŞLİ,3766822.689
2019,8,ŞİŞLİ,3447487.341
2019,9,ŞİŞLİ,4033031.468
2019,10,ŞİŞLİ,5427865.607
2019,11,ŞİŞLİ,9765366.967
2019,12,ŞİŞLİ,23966232.79
2020,1,ŞİŞLİ,33363915.469
2020,2,ŞİŞLİ,27754348.538
2020,3,ŞİŞLİ,22347304.945
2020,4,ŞİŞLİ,14938648.809
2020,5,ŞİŞLİ,5536807.121
2020,6,ŞİŞLİ,3624788.47
2020,7,ŞİŞLİ,2853719.72
2020,8,ŞİŞLİ,2850391.224
2020,9,ŞİŞLİ,3407201.219
2020,10,ŞİŞLİ,4831699.757
2020,11,ŞİŞLİ,16906743.636
2020,12,ŞİŞLİ,22840195.334
2021,1,ŞİŞLİ,26483002.162
2021,2,ŞİŞLİ,25578793.684
2021,3,ŞİŞLİ,29760917.299
2021,4,ŞİŞLİ,19044975.161
2021,5,ŞİŞLİ,5394167.433
2021,6,ŞİŞLİ,4265873.723
2021,7,ŞİŞLİ,3177565.337
2021,8,ŞİŞLİ,3237837.172
2021,9,ŞİŞLİ,4019998.685
2021,10,ŞİŞLİ,9581192.664
2021,11,ŞİŞLİ,17284089.635
2021,12,ŞİŞLİ,26676290.015
2022,1,ŞİŞLİ,33684852.1
2022,2,ŞİŞLİ,28057441.478
2022,3,ŞİŞLİ,34931934.19
2022,4,ŞİŞLİ,14606596.418
2022,5,ŞİŞLİ,7891516.097
2022,6,ŞİŞLİ,3934598.419
2022,7,ŞİŞLİ,3068709.531
2022,8,ŞİŞLİ,3116005.161
2022,9,ŞİŞLİ,3765657.345
2022,10,ŞİŞLİ,6870927.358
2022,11,ŞİŞLİ,12776874.562
2022,12,ŞİŞLİ,21909831.796
2023,1,ŞİŞLİ,24769516.499
2023,2,ŞİŞLİ,28218024.075
2023,3,ŞİŞLİ,23423416.509
2023,4,ŞİŞLİ,14649105.888
2015,1,TUZLA,24223587.444
2015,2,TUZLA,21333554.071
2015,3,TUZLA,21934775.412
2015,4,TUZLA,16559234.382
2015,5,TUZLA,10383850.849
2015,6,TUZLA,9805510.141
2015,7,TUZLA,9196120.346
2015,8,TUZLA,9812472.612
2015,9,TUZLA,9467871.381
2015,10,TUZLA,12576454.148
2015,11,TUZLA,16842164.358
2015,12,TUZLA,25043006.803
2016,1,TUZLA,27535190.065
2016,2,TUZLA,20677943.024
2016,3,TUZLA,21089414.739
2016,4,TUZLA,12636227.593
2016,5,TUZLA,11829748.874
2016,6,TUZLA,10265621.079
2016,7,TUZLA,8626893.39
2016,8,TUZLA,9906010.338
2016,9,TUZLA,9336260.876
2016,10,TUZLA,13958887.019
2016,11,TUZLA,20756675.805
2016,12,TUZLA,31473494.215
2017,1,TUZLA,33740618.019
2017,2,TUZLA,26587772.607
2017,3,TUZLA,24695304.851
2017,4,TUZLA,18908386.09
2017,5,TUZLA,12651057.09
2017,6,TUZLA,10171035.235
2017,7,TUZLA,10668038.266
2017,8,TUZLA,11008411.2
2017,9,TUZLA,10527252.81
2017,10,TUZLA,14750875.87
2017,11,TUZLA,21337034.927
2017,12,TUZLA,25082892.087
2018,1,TUZLA,29826947.707
2018,2,TUZLA,26379694.601
2018,3,TUZLA,24636530.083
2018,4,TUZLA,15923508.234
2018,5,TUZLA,13111432.562
2018,6,TUZLA,10733838.255
2018,7,TUZLA,11198711.491
2018,8,TUZLA,9637723.064
2018,9,TUZLA,10583080.292
2018,10,TUZLA,13130876.812
2018,11,TUZLA,20227134.715
2018,12,TUZLA,30433422.356
2019,1,TUZLA,31490554.309
2019,2,TUZLA,27650346.212
2019,3,TUZLA,25558451.373
2019,4,TUZLA,20105994.362
2019,5,TUZLA,12444644.441
2019,6,TUZLA,9636252.872
2019,7,TUZLA,11037294.923
2019,8,TUZLA,9547556.768
2019,9,TUZLA,11121725.692
2019,10,TUZLA,12692063.551
2019,11,TUZLA,15494998.016
2019,12,TUZLA,26884220.29
2020,1,TUZLA,33273430.329
2020,2,TUZLA,28499056.432
2020,3,TUZLA,25469411.193
2020,4,TUZLA,17467810.321
2020,5,TUZLA,10347422.495
2020,6,TUZLA,10660927.117
2020,7,TUZLA,10506653.639
2020,8,TUZLA,10520888.435
2020,9,TUZLA,10930882.315
2020,10,TUZLA,12468852.775
2020,11,TUZLA,21601616.385
2020,12,TUZLA,26685250.674
2021,1,TUZLA,29558337.887
2021,2,TUZLA,28331869.702
2021,3,TUZLA,32160345.403
2021,4,TUZLA,23350484.976
2021,5,TUZLA,12102707.032
2021,6,TUZLA,12114393.501
2021,7,TUZLA,10220069.699
2021,8,TUZLA,11619949.151
2021,9,TUZLA,12249924.425
2021,10,TUZLA,15707746.56
2021,11,TUZLA,18666890.841
2021,12,TUZLA,29787330.329
2022,1,TUZLA,34945283.246
2022,2,TUZLA,29984090.052
2022,3,TUZLA,37009222.22
2022,4,TUZLA,19588554.817
2022,5,TUZLA,13739179.665
2022,6,TUZLA,11416815.693
2022,7,TUZLA,9651620.186
2022,8,TUZLA,11374748.352
2022,9,TUZLA,11118273.847
2022,10,TUZLA,14348161.983
2022,11,TUZLA,18648036.179
2022,12,TUZLA,26181370.462
2023,1,TUZLA,28570551.287
2023,2,TUZLA,30148412.645
2023,3,TUZLA,26621867.365
2023,4,TUZLA,18323614.348
2015,1,ÜMRANİYE,44954515.518
2015,2,ÜMRANİYE,39339585.609
2015,3,ÜMRANİYE,37429966.068
2015,4,ÜMRANİYE,24063544.316
2015,5,ÜMRANİYE,8718873.829
2015,6,ÜMRANİYE,7026446.0
2015,7,ÜMRANİYE,6000097.795
2015,8,ÜMRANİYE,6316464.77
2015,9,ÜMRANİYE,6568592.11
2015,10,ÜMRANİYE,12077370.308
2015,11,ÜMRANİYE,20887190.946
2015,12,ÜMRANİYE,40656226.401
2016,1,ÜMRANİYE,48463503.819
2016,2,ÜMRANİYE,32839886.368
2016,3,ÜMRANİYE,30969805.094
2016,4,ÜMRANİYE,12187144.393
2016,5,ÜMRANİYE,9718248.138
2016,6,ÜMRANİYE,7267407.87
2016,7,ÜMRANİYE,5759572.818
2016,8,ÜMRANİYE,6738726.935
2016,9,ÜMRANİYE,6709811.53
2016,10,ÜMRANİYE,14230464.656
2016,11,ÜMRANİYE,28727623.404
2016,12,ÜMRANİYE,52899004.44
2017,1,ÜMRANİYE,60040758.37
2017,2,ÜMRANİYE,43957803.941
2017,3,ÜMRANİYE,36839461.022
2017,4,ÜMRANİYE,24261095.14
2017,5,ÜMRANİYE,10984885.288
2017,6,ÜMRANİYE,7215693.624
2017,7,ÜMRANİYE,6902617.394
2017,8,ÜMRANİYE,6928118.839
2017,9,ÜMRANİYE,7024285.873
2017,10,ÜMRANİYE,13561381.594
2017,11,ÜMRANİYE,27781470.625
2017,12,ÜMRANİYE,37748497.513
2018,1,ÜMRANİYE,47867875.898
2018,2,ÜMRANİYE,42640879.983
2018,3,ÜMRANİYE,36056055.233
2018,4,ÜMRANİYE,18267860.856
2018,5,ÜMRANİYE,10811215.33
2018,6,ÜMRANİYE,7232782.86
2018,7,ÜMRANİYE,7097295.807
2018,8,ÜMRANİYE,6242052.556
2018,9,ÜMRANİYE,7444715.207
2018,10,ÜMRANİYE,11897824.264
2018,11,ÜMRANİYE,26627823.411
2018,12,ÜMRANİYE,48531076.563
2019,1,ÜMRANİYE,51675614.803
2019,2,ÜMRANİYE,43831949.788
2019,3,ÜMRANİYE,37393326.069
2019,4,ÜMRANİYE,26576511.41
2019,5,ÜMRANİYE,10463674.705
2019,6,ÜMRANİYE,6537929.481
2019,7,ÜMRANİYE,6936518.57
2019,8,ÜMRANİYE,6039532.354
2019,9,ÜMRANİYE,7157881.35
2019,10,ÜMRANİYE,9662769.663
2019,11,ÜMRANİYE,15195504.661
2019,12,ÜMRANİYE,38376193.711
2020,1,ÜMRANİYE,52601665.22
2020,2,ÜMRANİYE,43033750.006
2020,3,ÜMRANİYE,37205429.298
2020,4,ÜMRANİYE,23538117.682
2020,5,ÜMRANİYE,9960782.448
2020,6,ÜMRANİYE,8178191.24
2020,7,ÜMRANİYE,6733834.137
2020,8,ÜMRANİYE,6333145.689
2020,9,ÜMRANİYE,7030349.584
2020,10,ÜMRANİYE,9063774.384
2020,11,ÜMRANİYE,28101628.591
2020,12,ÜMRANİYE,37959820.576
2021,1,ÜMRANİYE,43536716.543
2021,2,ÜMRANİYE,41576967.148
2021,3,ÜMRANİYE,48028901.908
2021,4,ÜMRANİYE,30645308.096
2021,5,ÜMRANİYE,9972443.888
2021,6,ÜMRANİYE,8458314.189
2021,7,ÜMRANİYE,6458448.938
2021,8,ÜMRANİYE,6764920.74
2021,9,ÜMRANİYE,8022086.028
2021,10,ÜMRANİYE,16273163.587
2021,11,ÜMRANİYE,28006483.719
2021,12,ÜMRANİYE,44085093.307
2022,1,ÜMRANİYE,55375826.126
2022,2,ÜMRANİYE,46091301.368
2022,3,ÜMRANİYE,56405357.805
2022,4,ÜMRANİYE,23053658.897
2022,5,ÜMRANİYE,13183483.168
2022,6,ÜMRANİYE,8444067.929
2022,7,ÜMRANİYE,6897594.165
2022,8,ÜMRANİYE,7325409.222
2022,9,ÜMRANİYE,8092603.699
2022,10,ÜMRANİYE,12474617.488
2022,11,ÜMRANİYE,21386027.629
2022,12,ÜMRANİYE,36478073.01
2023,1,ÜMRANİYE,41624218.631
2023,2,ÜMRANİYE,47511935.162
2023,3,ÜMRANİYE,39451484.129
2023,4,ÜMRANİYE,22574114.304
2015,1,ÜSKÜDAR,44000379.78
2015,2,ÜSKÜDAR,38627728.233
2015,3,ÜSKÜDAR,36566658.223
2015,4,ÜSKÜDAR,23701792.278
2015,5,ÜSKÜDAR,6954280.668
2015,6,ÜSKÜDAR,4860021.106
2015,7,ÜSKÜDAR,3925692.606
2015,8,ÜSKÜDAR,3693210.144
2015,9,ÜSKÜDAR,4192878.864
2015,10,ÜSKÜDAR,9985537.643
2015,11,ÜSKÜDAR,19225139.112
2015,12,ÜSKÜDAR,38589764.638
2016,1,ÜSKÜDAR,46184709.994
2016,2,ÜSKÜDAR,31526681.308
2016,3,ÜSKÜDAR,29974037.521
2016,4,ÜSKÜDAR,10847000.267
2016,5,ÜSKÜDAR,7782541.372
2016,6,ÜSKÜDAR,4907627.341
2016,7,ÜSKÜDAR,3767481.572
2016,8,ÜSKÜDAR,3874591.579
2016,9,ÜSKÜDAR,4565578.712
2016,10,ÜSKÜDAR,11401653.762
2016,11,ÜSKÜDAR,25817134.701
2016,12,ÜSKÜDAR,49109051.197
2017,1,ÜSKÜDAR,56680914.27
2017,2,ÜSKÜDAR,41876255.654
2017,3,ÜSKÜDAR,35781621.837
2017,4,ÜSKÜDAR,23315535.66
2017,5,ÜSKÜDAR,9203654.111
2017,6,ÜSKÜDAR,5378716.652
2017,7,ÜSKÜDAR,4541295.616
2017,8,ÜSKÜDAR,4687473.415
2017,9,ÜSKÜDAR,5242065.481
2017,10,ÜSKÜDAR,11697586.843
2017,11,ÜSKÜDAR,25309094.416
2017,12,ÜSKÜDAR,35044309.581
2018,1,ÜSKÜDAR,43894134.157
2018,2,ÜSKÜDAR,39149292.461
2018,3,ÜSKÜDAR,33887709.497
2018,4,ÜSKÜDAR,17192723.705
2018,5,ÜSKÜDAR,8807618.547
2018,6,ÜSKÜDAR,5077264.882
2018,7,ÜSKÜDAR,4702851.131
2018,8,ÜSKÜDAR,4210696.352
2018,9,ÜSKÜDAR,5174549.302
2018,10,ÜSKÜDAR,9337126.899
2018,11,ÜSKÜDAR,23977163.983
2018,12,ÜSKÜDAR,44186692.111
2019,1,ÜSKÜDAR,47355334.407
2019,2,ÜSKÜDAR,40943762.573
2019,3,ÜSKÜDAR,34980604.369
2019,4,ÜSKÜDAR,24626457.948
2019,5,ÜSKÜDAR,8764287.158
2019,6,ÜSKÜDAR,4961856.565
2019,7,ÜSKÜDAR,4757880.7
2019,8,ÜSKÜDAR,4365589.92
2019,9,ÜSKÜDAR,5094939.569
2019,10,ÜSKÜDAR,7420376.167
2019,11,ÜSKÜDAR,13169157.162
2019,12,ÜSKÜDAR,34534227.224
2020,1,ÜSKÜDAR,46971636.521
2020,2,ÜSKÜDAR,38928835.812
2020,3,ÜSKÜDAR,33746009.13
2020,4,ÜSKÜDAR,23061315.284
2020,5,ÜSKÜDAR,8706893.958
2020,6,ÜSKÜDAR,5707619.27
2020,7,ÜSKÜDAR,4538972.738
2020,8,ÜSKÜDAR,4299372.759
2020,9,ÜSKÜDAR,4675477.545
2020,10,ÜSKÜDAR,6903847.142
2020,11,ÜSKÜDAR,24245529.804
2020,12,ÜSKÜDAR,33023617.182
2021,1,ÜSKÜDAR,38279146.146
2021,2,ÜSKÜDAR,36849606.35
2021,3,ÜSKÜDAR,42566395.406
2021,4,ÜSKÜDAR,27149640.637
2021,5,ÜSKÜDAR,7921966.223
2021,6,ÜSKÜDAR,5941104.955
2021,7,ÜSKÜDAR,4246197.605
2021,8,ÜSKÜDAR,4395887.02
2021,9,ÜSKÜDAR,5353292.304
2021,10,ÜSKÜDAR,13009229.443
2021,11,ÜSKÜDAR,23697940.491
2021,12,ÜSKÜDAR,37819449.96
2022,1,ÜSKÜDAR,48402546.014
2022,2,ÜSKÜDAR,40162066.672
2022,3,ÜSKÜDAR,49435442.727
2022,4,ÜSKÜDAR,20467860.126
2022,5,ÜSKÜDAR,10559662.293
2022,6,ÜSKÜDAR,5442472.412
2022,7,ÜSKÜDAR,4404920.469
2022,8,ÜSKÜDAR,4409953.792
2022,9,ÜSKÜDAR,5153058.167
2022,10,ÜSKÜDAR,9517909.25
2022,11,ÜSKÜDAR,18165004.917
2022,12,ÜSKÜDAR,31415689.167
2023,1,ÜSKÜDAR,35899248.252
2023,2,ÜSKÜDAR,40840695.463
2023,3,ÜSKÜDAR,34907679.568
2023,4,ÜSKÜDAR,20454774.005
2015,1,ZEYTİNBURNU,17056840.039
2015,2,ZEYTİNBURNU,14781844.525
2015,3,ZEYTİNBURNU,14252520.638
2015,4,ZEYTİNBURNU,9553739.21
2015,5,ZEYTİNBURNU,4484129.648
2015,6,ZEYTİNBURNU,3693289.136
2015,7,ZEYTİNBURNU,3129235.692
2015,8,ZEYTİNBURNU,3326947.683
2015,9,ZEYTİNBURNU,3267083.971
2015,10,ZEYTİNBURNU,5271690.128
2015,11,ZEYTİNBURNU,7792588.257
2015,12,ZEYTİNBURNU,14670535.18
2016,1,ZEYTİNBURNU,17324537.908
2016,2,ZEYTİNBURNU,12156708.351
2016,3,ZEYTİNBURNU,11342935.476
2016,4,ZEYTİNBURNU,4950855.307
2016,5,ZEYTİNBURNU,4091350.177
2016,6,ZEYTİNBURNU,3187966.221
2016,7,ZEYTİNBURNU,2394988.457
2016,8,ZEYTİNBURNU,2873088.888
2016,9,ZEYTİNBURNU,2803638.403
2016,10,ZEYTİNBURNU,5050963.821
2016,11,ZEYTİNBURNU,10392743.514
2016,12,ZEYTİNBURNU,18134508.037
2017,1,ZEYTİNBURNU,22137921.691
2017,2,ZEYTİNBURNU,17220184.639
2017,3,ZEYTİNBURNU,14363910.056
2017,4,ZEYTİNBURNU,9528956.34
2017,5,ZEYTİNBURNU,5267487.556
2017,6,ZEYTİNBURNU,3575418.406
2017,7,ZEYTİNBURNU,3396180.184
2017,8,ZEYTİNBURNU,3510349.973
2017,9,ZEYTİNBURNU,3615116.255
2017,10,ZEYTİNBURNU,6043971.302
2017,11,ZEYTİNBURNU,10766100.02
2017,12,ZEYTİNBURNU,12950783.21
2018,1,ZEYTİNBURNU,18971214.552
2018,2,ZEYTİNBURNU,15403505.823
2018,3,ZEYTİNBURNU,15112163.832
2018,4,ZEYTİNBURNU,7917939.977
2018,5,ZEYTİNBURNU,5312564.215
2018,6,ZEYTİNBURNU,3791636.898
2018,7,ZEYTİNBURNU,3807261.623
2018,8,ZEYTİNBURNU,3161252.66
2018,9,ZEYTİNBURNU,4013650.762
2018,10,ZEYTİNBURNU,5387502.886
2018,11,ZEYTİNBURNU,10280312.135
2018,12,ZEYTİNBURNU,18338833.088
2019,1,ZEYTİNBURNU,20060435.821
2019,2,ZEYTİNBURNU,16592489.254
2019,3,ZEYTİNBURNU,14851761.678
2019,4,ZEYTİNBURNU,10876399.616
2019,5,ZEYTİNBURNU,5730199.866
2019,6,ZEYTİNBURNU,3597702.744
2019,7,ZEYTİNBURNU,4047290.735
2019,8,ZEYTİNBURNU,3448608.219
2019,9,ZEYTİNBURNU,4061335.95
2019,10,ZEYTİNBURNU,5053116.678
2019,11,ZEYTİNBURNU,6723094.016
2019,12,ZEYTİNBURNU,14515348.057
2020,1,ZEYTİNBURNU,19654993.9
2020,2,ZEYTİNBURNU,16546120.288
2020,3,ZEYTİNBURNU,14153778.837
2020,4,ZEYTİNBURNU,9725240.488
2020,5,ZEYTİNBURNU,4912178.094
2020,6,ZEYTİNBURNU,4261665.195
2020,7,ZEYTİNBURNU,3758376.338
2020,8,ZEYTİNBURNU,3672266.73
2020,9,ZEYTİNBURNU,3954638.655
2020,10,ZEYTİNBURNU,4646669.756
2020,11,ZEYTİNBURNU,10690120.292
2020,12,ZEYTİNBURNU,14065395.312
2021,1,ZEYTİNBURNU,16310557.084
2021,2,ZEYTİNBURNU,15632365.196
2021,3,ZEYTİNBURNU,18038287.278
2021,4,ZEYTİNBURNU,12214112.452
2021,5,ZEYTİNBURNU,4974779.275
2021,6,ZEYTİNBURNU,4813337.694
2021,7,ZEYTİNBURNU,3678340.464
2021,8,ZEYTİNBURNU,4107641.635
2021,9,ZEYTİNBURNU,4569888.391
2021,10,ZEYTİNBURNU,6953389.81
2021,11,ZEYTİNBURNU,11070033.293
2021,12,ZEYTİNBURNU,16726742.765
2022,1,ZEYTİNBURNU,20688479.068
2022,2,ZEYTİNBURNU,17444580.438
2022,3,ZEYTİNBURNU,21270940.382
2022,4,ZEYTİNBURNU,10051794.795
2022,5,ZEYTİNBURNU,6427837.227
2022,6,ZEYTİNBURNU,4882429.152
2022,7,ZEYTİNBURNU,3823444.923
2022,8,ZEYTİNBURNU,4246651.642
2022,9,ZEYTİNBURNU,4474070.051
2022,10,ZEYTİNBURNU,5745271.219
2022,11,ZEYTİNBURNU,8260587.175
2022,12,ZEYTİNBURNU,13614112.008
2023,1,ZEYTİNBURNU,15374084.489
2023,2,ZEYTİNBURNU,17116320.853
2023,3,ZEYTİNBURNU,14844388.26
2023,4,ZEYTİNBURNU,9465693.679
